标题,链接,点击数,性能介绍,PageUrl
利勃海尔120 KR.1履带底盘塔式起重机,http://zj.lmjx.net/detail_MTUxNTk=.html,1137,R系列履带式底盘获得了良好的现场与越野移动性。在要求位置快速变化和低地面接触压力的场合，需要使用履带式起重机……,http://zj.lmjx.net/zj_company_19_61_0_126.html
泰沃QTZ80 自升式塔式起重机,http://zj.lmjx.net/detail_MjgxMjg=.html,94,项目型号QTZ80(5513)QTZ80(6010) 臂长（m）5560 独立高度(m)45附着高度(m)160160最大起重量(t)68/6 主肢材料135×135×12/Q34……,http://zj.lmjx.net/zj_company_19_61_0_868.html
泰沃QTZ63 自升式塔式起重机,http://zj.lmjx.net/detail_MjgxMjc=.html,80,项目型号QTZ63(5610)QTZ63(5013) 臂长（m）5650 独立高度(m)40附着高度(m)140130最大起重量(t)56 主肢材料135×135×10 L160×……,http://zj.lmjx.net/zj_company_19_61_0_868.html
泰沃QTZ50 自升式塔式起重机,http://zj.lmjx.net/detail_MjgxMjY=.html,97,项目型号QTZ50(5010)QTZ50(5010)QTZ50(5008)臂长（m）505050独立高度(m)29附着高度(m)120最大起重量(t)444主肢材料L160×160……,http://zj.lmjx.net/zj_company_19_61_0_868.html
泰沃QTZ40 自升式塔式起重机,http://zj.lmjx.net/detail_MjgxMjU=.html,86,项目型号QTZ40(4708)QTZ40(4808)臂长（m）46.848独立高度(m)29附着高度(m)120最大起重量(t)44主肢材料L160×160×12标准节截面尺寸1.……,http://zj.lmjx.net/zj_company_19_61_0_868.html
泰沃QTZ125(6015)自升式塔机,http://zj.lmjx.net/detail_MjgxMjQ=.html,76,项目型号QTZ125(6015)QTZ100(6013)臂长（m）6060独立高度(m)50附着高度(m)180最大起重量(t)108主肢材料方形135X135X14/Q345B标……,http://zj.lmjx.net/zj_company_19_61_0_868.html
泰沃QTK25快速架设塔式起重机,http://zj.lmjx.net/detail_MjgxMjM=.html,73,下回转，驾驶室下置，压重式，便于地面操作，减轻上部重量;2、塔身结构为伸缩式，便于运输拆装；3、整体拖运，快速拆装，即架设即使用，底盘采用轮胎式，可以通过汽车直接拖运，到达目的地借……,http://zj.lmjx.net/zj_company_19_61_0_868.html
泰沃QTZ100(6013)自升式塔机,http://zj.lmjx.net/detail_MjgxMjE=.html,77,1)各项性能参数先进、起重力矩大、起升高度高、工作幅度大、作业空间广、使用效率高……,http://zj.lmjx.net/zj_company_19_61_0_868.html
泰沃QTZ50(PT5010)平头式塔式起重机,http://zj.lmjx.net/detail_MjgxMjA=.html,70,  1)各项性能参数先进、起重力矩大、起升高度高、工作幅度大、作业空间广、使用效率高……,http://zj.lmjx.net/zj_company_19_61_0_868.html
泰沃QTZ80自升式塔机,http://zj.lmjx.net/detail_MjgxMTk=.html,71, 1)各项性能参数先进、起重力矩大、起升高度高、工作幅度大、作业空间广、使用效率高……,http://zj.lmjx.net/zj_company_19_61_0_868.html
泰沃QTZ80自升式塔式起重机,http://zj.lmjx.net/detail_MjgxMTg=.html,60,  1)各项性能参数先进、起重力矩大、起升高度高、工作幅度大、作业空间广、使用效率高……,http://zj.lmjx.net/zj_company_19_61_0_868.html
华夏7030塔式起重机,http://zj.lmjx.net/detail_MTk1ODA=.html,442,项目单位参数值最大起重量二倍率t8四倍率16最小工作幅度m3.2最大工作幅度m70656055额定起重力矩二倍率kN.m2350240024502500四倍率21002150220……,http://zj.lmjx.net/zj_company_19_61_0_475.html
华夏QTZ125(6018)塔式起重机,http://zj.lmjx.net/detail_MTk1Nzk=.html,408,项 目单 位2倍率4倍率额定起重力矩kN.m1250最大起重量t510工作幅度m3～60最大幅度起重量t1.8031.769最大起重量幅度m27.15514.867起升高度独立式m……,http://zj.lmjx.net/zj_company_19_61_0_475.html
华夏QTZ80(5810)塔式起重机,http://zj.lmjx.net/detail_MTk1Nzg=.html,411,名 称参 数公称起重力矩/最大起重力矩（kN.m）800/900最大起重量/最大幅度处额定起重量（t）6/1工作幅度（m）2.5--58独立式/附着式高度（m）40/140起升/回……,http://zj.lmjx.net/zj_company_19_61_0_475.html
华夏QTZ40(5008)塔式起重机,http://zj.lmjx.net/detail_MTk1Nzc=.html,559,项 目单 位参 数额定起重力矩kN.m470最大起重量/最大幅度处额定起重量t4/0.81工作幅度m3～50高度（独立式/附着式）m30/120整机自重（无配重）独立式/附着式t2……,http://zj.lmjx.net/zj_company_19_61_0_475.html
华夏QTZ63(5510)塔式起重机,http://zj.lmjx.net/detail_MTk1NzY=.html,444,额定起重力矩kN.m710最大起重量T6工作幅度m3～55起升高度独立式40.8附着式151起升速度二倍率m/min80.36/41.05四倍率39.37/20.11回转速度r/m……,http://zj.lmjx.net/zj_company_19_61_0_475.html
华夏QTZ63(P5510)塔式起重机,http://zj.lmjx.net/detail_MTk1NzU=.html,424,项目单位2倍率4倍率最大起重力矩最大幅度55米Kn.m75081050米78084045米810870工作幅度m3--55最大起重量t36最大幅度起重量t1.0470.992最大起……,http://zj.lmjx.net/zj_company_19_61_0_475.html
华夏QTZ63(5010)塔式起重机,http://zj.lmjx.net/detail_MTk1NzQ=.html,444,项 目单 位参 数额定起重力矩kN.m630最大起重量t5最大幅度处额定起重量t1.095（2倍率）/0.989（4倍率）工作幅度m3～50高度（独立式/附着式）m35/120整机……,http://zj.lmjx.net/zj_company_19_61_0_475.html
华夏SC200/200塔式起重机,http://zj.lmjx.net/detail_MTk1NzM=.html,542,"SC200/200施工升降机（施工电梯）,采用齿轮齿条啮合,外置式,三传动,额定载荷2吨,额定提升高度150米的施工升降机,稍作改动即可成2吨单吊笼施工升降机.本机配有国家专利技术……",http://zj.lmjx.net/zj_company_19_61_0_475.html
华夏QTZ160塔式起重机,http://zj.lmjx.net/detail_MTMyODY=.html,922,塔机型号：QTZ160公称起重力矩：1600KN.m工作幅度：2.4-65m最大起重量/最大幅度处起重量：10/1.6t独立式起升高度：46.2附着式起升高度：161-200m起升……,http://zj.lmjx.net/zj_company_19_61_0_475.html
华夏QTZ125塔式起重机,http://zj.lmjx.net/detail_MTMyODU=.html,914,塔机型号：QTZ125(HX6014)公称起重力矩：1250KN.m工作幅度：3.1-60m最大起重量/最大幅度处起重量：10/1.4t独立式起升高度：46.2(51.2)m附着式……,http://zj.lmjx.net/zj_company_19_61_0_475.html
华夏QTZ80（80C）塔式起重机,http://zj.lmjx.net/detail_MTMyODQ=.html,925,塔机型号：QTZ80C公称起重力矩：800KN.m工作幅度：3-55m最大起重量/最大幅度处起重量：8/1.2t独立式起升高度：46m附着式起升高度：150m起升速度：20/40/……,http://zj.lmjx.net/zj_company_19_61_0_475.html
华夏QTZ31.5（315B）塔式起重机,http://zj.lmjx.net/detail_MTMyODE=.html,858,塔机型号：QTZ31.5B公称起重力矩：315KN.m工作幅度：2.5-42m最大起重量/最大幅度处起重量：3/0.64t独立式高度：28m附着式高度：90m起升速度：7/21/4……,http://zj.lmjx.net/zj_company_19_61_0_475.html
华夏QTZ31.5（315C）塔式起重机,http://zj.lmjx.net/detail_MTMyODA=.html,814,塔机型号：QTZ31.5C公称起重力矩：315KN.m工作幅度：2.5-39m最大起重量/最大幅度处起重量：3/0.734t独立式高度：25m附着式高度：100m起升速度：7/21……,http://zj.lmjx.net/zj_company_19_61_0_475.html
华夏QTZ40（4807）塔式起重机,http://zj.lmjx.net/detail_MTMyNzc=.html,1202,塔机型号：QTZ40A公称起重力矩：400KN.m工作幅度：2.5-48m最大起重量/最大幅度处起重量：4/0.71t独立式高度：29.7m附着式高度：90m起升速度：8/34/5……,http://zj.lmjx.net/zj_company_19_61_0_475.html
恒天九五QTZ5710塔式起重机,http://zj.lmjx.net/detail_MTgxNDE=.html,439,……,http://zj.lmjx.net/zj_company_19_61_0_269.html
山东明龙QTZ125P(TC6015)平头塔式起重机,http://zj.lmjx.net/detail_MTMzMTM=.html,945,性能介绍/ C a p a c i t y i n t r o d u c t i o n■ QTZ125P 平头塔机主要受力钢结构部件均采用Q345B 钢材制作，塔身标准节截面1……,http://zj.lmjx.net/zj_company_19_61_0_477.html
山东明龙QTZ63P(TC5510)平头塔式起重机,http://zj.lmjx.net/detail_MTMzMTI=.html,926,性能介绍/ C a p a c i t y i n t r o d u c t i o n■ QTZ63P 平头塔机主要受力钢结构部件均采用Q345B 钢材制作，塔身标准节截面1.……,http://zj.lmjx.net/zj_company_19_61_0_477.html
山东明龙QTZ63P(TCTC5013)平头塔式起重机,http://zj.lmjx.net/detail_MTMzMTE=.html,942,性能介绍/ C a p a c i t y i n t r o d u c t i o n■ QTZ63P 平头塔机主要受力钢结构部件均采用Q345B 钢材制作，塔身标准节截面1.……,http://zj.lmjx.net/zj_company_19_61_0_477.html
山东明龙QTZ50P(TC5010)平头塔式起重机,http://zj.lmjx.net/detail_MTMzMTA=.html,1163,性能介绍/Capaci ty int roduct ion■ QTZ50P(TC4810)塔机标准节截面1.6 米×1.6 米×2.5 米，主肢材料∠ 160×160×14■ QT……,http://zj.lmjx.net/zj_company_19_61_0_477.html
山东明龙QTZ50P(TC4810)平头塔式起重机,http://zj.lmjx.net/detail_MTMzMDk=.html,775,性能介绍/Capaci ty int roduct ion■ QTZ50P(TC4810)塔机标准节截面1.5 米×1.5 米×2.2 米，主肢材料∠ 160×160×14■ QT……,http://zj.lmjx.net/zj_company_19_61_0_477.html
山东明龙125平头塔式起重机,http://zj.lmjx.net/detail_MTMzMDg=.html,737,……,http://zj.lmjx.net/zj_company_19_61_0_477.html
山东明龙QTP80平头塔式起重机,http://zj.lmjx.net/detail_MTMzMDc=.html,743,……,http://zj.lmjx.net/zj_company_19_61_0_477.html
山东明龙QTZ5613平头塔式起重机,http://zj.lmjx.net/detail_MTMzMDY=.html,903,……,http://zj.lmjx.net/zj_company_19_61_0_477.html
恒天九五QTZ5010塔式起重机,http://zj.lmjx.net/detail_MTgxNDI=.html,437,……,http://zj.lmjx.net/zj_company_19_61_0_269.html
山东明龙QTZ80P(TC5613)平头塔式起重机,http://zj.lmjx.net/detail_MTMzMDU=.html,870,性能介绍/ C a p a c i t y i n t r o d u c t i o n■ QTZ80P 平头塔机主要受力钢结构部件均采用Q345B 钢材制作，采用1.8 米×1……,http://zj.lmjx.net/zj_company_19_61_0_477.html
山东明龙QTZ160(TC6516)塔式起重机,http://zj.lmjx.net/detail_MTMzMDQ=.html,829,性能介绍/ C a p a c i t y i n t r o d u c t i o n■ QTZ160 塔机标准节截面2 米×2 米×2.8 米，采用片式或标准节两种形式制作……,http://zj.lmjx.net/zj_company_19_61_0_477.html
山东明龙QTZ125(TC6512)塔式起重机,http://zj.lmjx.net/detail_MTMzMDM=.html,706,性能介绍/ C a p a c i t y i n t r o d u c t i o n■ QTZ125 塔机标准节截面1.83 米×1.83 米×2.8 米，采用片式或标准节两……,http://zj.lmjx.net/zj_company_19_61_0_477.html
山东明龙QTZ100/80塔式起重机,http://zj.lmjx.net/detail_MTMzMDI=.html,776,性能介绍/ C a p a c i t y i n t r o d u c t i o n■ QTZ100 塔机标准节截面1.833 米×1.833 米×2.5 米，主肢材料∠ 1……,http://zj.lmjx.net/zj_company_19_61_0_477.html
山东明龙QTZ63塔式起重机,http://zj.lmjx.net/detail_MTMzMDE=.html,1234,性能介绍/ C a p a c i t y i n t r o d u c t i o n■ QTZ63(5610) 塔机标准节截面1.833 米×1.833 米×2.5 米，主肢……,http://zj.lmjx.net/zj_company_19_61_0_477.html
山东明龙QTZ50塔式起重机,http://zj.lmjx.net/detail_MTMzMDA=.html,1364,性能介绍/ C a p a c i t y i n t r o d u c t i o n■ QTZ50(TC5010) 塔机标准节截面1.6 米×1.6 米，结构合理，吊重时整机……,http://zj.lmjx.net/zj_company_19_61_0_477.html
力特QTZ100(6013)塔式起重机,http://zj.lmjx.net/detail_MTg2NjM=.html,524,……,http://zj.lmjx.net/zj_company_19_61_0_670.html
力特QTZ125(6018)塔式起重机,http://zj.lmjx.net/detail_MTg2NjQ=.html,446,……,http://zj.lmjx.net/zj_company_19_61_0_670.html
力特QTZ80(5513）塔式起重机,http://zj.lmjx.net/detail_MTg2NjU=.html,362,……,http://zj.lmjx.net/zj_company_19_61_0_670.html
力特QTZ80（6010）塔式起重机,http://zj.lmjx.net/detail_MTg2NjY=.html,407,……,http://zj.lmjx.net/zj_company_19_61_0_670.html
力特QTZ63(5013)塔式起重机,http://zj.lmjx.net/detail_MTg2Njc=.html,314,……,http://zj.lmjx.net/zj_company_19_61_0_670.html
力特QTZ63(5211)塔式起重机,http://zj.lmjx.net/detail_MTg2Njg=.html,344,……,http://zj.lmjx.net/zj_company_19_61_0_670.html
力特QTZ63(5610)塔式起重机,http://zj.lmjx.net/detail_MTg2Njk=.html,420,……,http://zj.lmjx.net/zj_company_19_61_0_670.html
力特QTZ50(4810)塔式起重机,http://zj.lmjx.net/detail_MTg2NzA=.html,398,……,http://zj.lmjx.net/zj_company_19_61_0_670.html
力特QTZ50(5008)塔式起重机,http://zj.lmjx.net/detail_MTg2NzE=.html,298,……,http://zj.lmjx.net/zj_company_19_61_0_670.html
力特QTZ50(5010)塔式起重机,http://zj.lmjx.net/detail_MTg2NzI=.html,410,……,http://zj.lmjx.net/zj_company_19_61_0_670.html
力特QTZ40(4209)塔式起重机,http://zj.lmjx.net/detail_MTg2NzM=.html,375,"一．提升机构：电机为泰州华源牌，提升减速机为山东博山，刹车电机为河南焦作二．回转机构：回转变速为珍珠牌，,回转支承为徐州天龙三．顶升机构：泰山岱顶液压装置四．交流接触器：施耐德电器……",http://zj.lmjx.net/zj_company_19_61_0_670.html
力特QTZ40(4708)塔式起重机,http://zj.lmjx.net/detail_MTg2NzQ=.html,384,"一．提升机构：电机为泰州华源牌，提升减速机为山东博山，刹车电机为河南焦作二．回转机构：回转变速为珍珠牌，,回转支承为徐州天龙三．顶升机构：泰山岱顶液压装置四．交流接触器：施耐德电器……",http://zj.lmjx.net/zj_company_19_61_0_670.html
力特QTZ40(4808)塔式起重机,http://zj.lmjx.net/detail_MTg2NzU=.html,371,"一．提升机构：电机为泰州华源牌，提升减速机为山东博山，刹车电机为河南焦作二．回转机构：回转变速为珍珠牌，,回转支承为徐州天龙三．顶升机构：泰山岱顶液压装置四．交流接触器：施耐德电器……",http://zj.lmjx.net/zj_company_19_61_0_670.html
力特QTZ40(4810)塔式起重机,http://zj.lmjx.net/detail_MTg2NzY=.html,409,"一．提升机构：电机为泰州华源牌，提升减速机为山东博山，刹车电机为河南焦作二．回转机构：回转变速为珍珠牌，,回转支承为徐州天龙三．顶升机构：泰山岱顶液压装置四．交流接触器：施耐德电器……",http://zj.lmjx.net/zj_company_19_61_0_670.html
金源QTD160  12T动臂塔机,http://zj.lmjx.net/detail_Nzk45---.html,1773,……,http://zj.lmjx.net/zj_company_19_61_0_303.html
金源P7030/7427  18T平头 P7030/7427  18塔机,http://zj.lmjx.net/detail_Nzk44---.html,1838,……,http://zj.lmjx.net/zj_company_19_61_0_303.html
金源QTZ125塔机(5025/5522/6018/6515),http://zj.lmjx.net/detail_Nzk42---.html,2962,……,http://zj.lmjx.net/zj_company_19_61_0_303.html
金源TC5513/6013  8T塔式起重机,http://zj.lmjx.net/detail_Nzk41---.html,1711,……,http://zj.lmjx.net/zj_company_19_61_0_303.html
方圆SC200/200变频施工升降机,http://zj.lmjx.net/detail_MTIxMjQ=.html,3005,"产品特点：１.SC系列施工升降机最大设计高度300米,速度为33～60m/min；２.产品应用先进的Solid works三维绘图软件进行产品设计，已先后获得七项国家专利；３.安全……",http://zj.lmjx.net/zj_class_19_164_0.html
江麓SC200/200施工升降机,http://zj.lmjx.net/detail_MjA4Nzg=.html,699,主要电器元件采用LS品牌，宽电压控制，运行更平稳。采用三合一操作台，集楼层呼叫器、超载报警器和操作台于一体，结构紧凑。采用国内知名品牌电机和减速器，运行平稳，使用寿命长……,http://zj.lmjx.net/zj_class_19_164_0.html
川建SC型1t/1t施工升降机,http://zj.lmjx.net/detail_MTgyMDk=.html,1423,……,http://zj.lmjx.net/zj_class_19_164_0.html
金源TC5513/6010  8T塔式起重机,http://zj.lmjx.net/detail_Nzk40---.html,1521,……,http://zj.lmjx.net/zj_company_19_61_0_303.html
